	name	tla	home_helmet	home_logo	home_shirt	home_sleeve	home_pants	home_stripe	home_socks1	home_socks2	away_helmet	away_logo	away_shirt	away_sleeve	away_pants	away_stripe	away_socks1	away_socks2	alt_helmet	alt_logo	alt_shirt	alt_sleeve	alt_pants	alt_stripe	alt_socks1	alt_socks2	rush_helmet	rush_logo	rush_shirt	rush_sleeve	rush_pants	rush_stripe	rush_socks1	rush_socks2	roof	rainfall	snowfall	endzone
231	Staten I.	S.I	$33664C	$33664C	$33664C	$33664C	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$33664C	$ffffff	$ffffff	$dfdfdf	$33664C	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$33664C
232	E. Illinois	EIL	$666666	$0000ff	$0000ff	$0000ff	$666666	$ffffff	$666666	$666666	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	0	$0000ff
233	S. Charles	SCH	$666666	$ffcc99	$ffcc99	$ffcc99	$666666	$ffcc99	$666666	$666666	$dfdfdf	$ffcc99	$ffffff	$ffffff	$dfdfdf	$ffcc99	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$ffcc99
234	Murray	MUR	$000099	$000099	$000099	$000099	$000099	$ffd700	$000099	$000099	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$000099
235	S.E. Mo.	SEM	$666666	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$0000ff
236	Tennessee S.	TNS	$ffffff	$0000ff	$0000ff	$0000ff	$999999	$0000ff	$999999	$999999	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$0000ff
237	Tennessee T.	TNT	$ffffff	$663399	$663399	$663399	$c0c0c0	$ffff00	$c0c0c0	$c0c0c0	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$663399
238	Tennessee M.	TNM	$ffffff	$000066	$000066	$000066	$ffffff	$ffa800	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$000066
239	Lewisburg	LEW	$000099	$000099	$000099	$000099	$000099	$ffa800	$000099	$000099	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$000099
240	Hamilton	HML	$800000	$800000	$800000	$800000	$ffffff	$c0c0c0	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	37	0	$800000
241	Bronx	BNX	$663333	$663333	$663333	$663333	$663333	$c0c0c0	$663333	$663333	$dfdfdf	$663333	$ffffff	$ffffff	$dfdfdf	$663333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$663333
242	D.C. Cath.	DCC	$000066	$999999	$999999	$999999	$999999	$000066	$999999	$999999	$dfdfdf	$999999	$ffffff	$ffffff	$dfdfdf	$999999	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$999999
243	Worcester	WOR	$663399	$663399	$663399	$663399	$663399	$ffffff	$663399	$663399	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$663399
244	Easton	EAS	$ffffff	$993333	$993333	$993333	$ffffff	$993333	$ffffff	$ffffff	$dfdfdf	$993333	$ffffff	$ffffff	$dfdfdf	$993333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$993333
245	Bethlehem	BET	$ffffff	$663300	$663300	$663300	$ffffff	$663300	$ffffff	$ffffff	$dfdfdf	$663300	$ffffff	$ffffff	$dfdfdf	$663300	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$663300
246	Indianapolis	IND	$ffffff	$000099	$000099	$000099	$000099	$000099	$000099	$000099	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	0	$000099
247	Davidson	DVD	$0000ff	$0000ff	$0000ff	$0000ff	$333333	$ffffff	$333333	$333333	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$0000ff
248	Dayton	DAY	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$000099	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$ff0000
249	Des Moines	D.M	$336699	$336699	$336699	$336699	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$336699	$ffffff	$ffffff	$dfdfdf	$336699	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$336699
250	P'keepsie	POU	$ffffff	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$ff0000
251	Morehead S.	MHS	$ffffff	$0000ff	$0000ff	$0000ff	$0000ff	$ffff00	$0000ff	$0000ff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$0000ff
252	Clinton	CLI	$ffffff	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$0000ff
253	St. Paul	STP	$999999	$663399	$663399	$663399	$999999	$663399	$999999	$999999	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$663399
254	San Diego	S.D	$000066	$99ccff	$99ccff	$99ccff	$000066	$ffffff	$000066	$000066	$dfdfdf	$99ccff	$ffffff	$ffffff	$dfdfdf	$99ccff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	6	0	$99ccff
255	DeLand	DEL	$ffffff	$006633	$006633	$006633	$006633	$006633	$006633	$006633	$dfdfdf	$006633	$ffffff	$ffffff	$dfdfdf	$006633	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	22	0	$006633
256	Valparaiso	VAL	$ffffff	$660000	$660000	$660000	$ffcc99	$660000	$ffcc99	$ffcc99	$dfdfdf	$660000	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$660000
257	Chattanooga	CGA	$ffffff	$003366	$003366	$003366	$003366	$ff9900	$003366	$003366	$dfdfdf	$003366	$ffffff	$ffffff	$dfdfdf	$003366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$003366
258	Charl’ton C.	CHC	$6699ff	$6699ff	$6699ff	$6699ff	$6699ff	$ffffff	$6699ff	$6699ff	$dfdfdf	$6699ff	$ffffff	$ffffff	$dfdfdf	$6699ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$6699ff
259	E. Tennessee	ETN	$000099	$ffd700	$ffd700	$ffd700	$ffd700	$000099	$ffd700	$ffd700	$dfdfdf	$ffd700	$ffffff	$ffffff	$dfdfdf	$ffd700	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$ffd700
260	Greenville	GRN	$ffffff	$663399	$663399	$663399	$ffffff	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$663399
261	Macon	MAC	$ffffff	$333333	$333333	$333333	$ffffff	$ffa800	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$333333
262	B'ham S.	BHS	$ffffff	$003366	$003366	$003366	$ffffff	$990000	$ffffff	$ffffff	$dfdfdf	$003366	$ffffff	$ffffff	$dfdfdf	$003366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	22	0	$003366
263	W.N.C.	WNC	$663399	$663399	$663399	$663399	$ffffff	$cc9966	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$663399
264	Spartanburg	SPA	$ffcc99	$333333	$333333	$333333	$ffcc99	$ffcc99	$ffcc99	$ffcc99	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$333333
265	Virginia M.	VAM	$ffcc99	$ff0000	$ff0000	$ff0000	$ffcc99	$ff0000	$ffcc99	$ffcc99	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$ff0000
266	Houston B.	HOB	$ffffff	$0000ff	$0000ff	$0000ff	$0000ff	$ffa800	$0000ff	$0000ff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$0000ff
267	S. Antonio	S.A	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$333333	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	19	0	$ff0000
268	Beaumont	BEA	$333333	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$ff0000
269	L. Charles	L.C	$ffd700	$006699	$006699	$006699	$ffd700	$006699	$ffd700	$ffd700	$dfdfdf	$006699	$ffffff	$ffffff	$dfdfdf	$006699	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$006699
270	Thibodaux	THX	$c0c0c0	$ff0000	$ff0000	$ff0000	$c0c0c0	$ff0000	$c0c0c0	$c0c0c0	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$ff0000
271	Nachitoches	NAC	$ffffff	$663399	$663399	$663399	$663399	$ffa800	$663399	$663399	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$663399
272	S.E. La.	SEL	$ffffff	$ffd700	$ffd700	$ffd700	$ffffff	$339933	$ffffff	$ffffff	$dfdfdf	$ffd700	$ffffff	$ffffff	$dfdfdf	$ffd700	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$ffd700
273	Texas A.C.	TXC	$ffd700	$000099	$000099	$000099	$000099	$000099	$000099	$000099	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	20	0	$000099
274	Alabama A.	ALA	$ffffff	$800000	$800000	$800000	$ffffff	$800000	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$800000
275	Alabama S.	ALS	$ffcc99	$333333	$333333	$333333	$333333	$333333	$333333	$333333	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$333333
276	Daytona	D.B	$800000	$800000	$800000	$800000	$800000	$ffd700	$800000	$800000	$dfdfdf	$800000	$ffffff	$ffffff	$dfdfdf	$800000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$800000
277	Fla. A.M.	FAM	$ffa800	$339966	$339966	$339966	$ffa800	$339966	$ffa800	$ffa800	$dfdfdf	$339966	$ffffff	$ffffff	$dfdfdf	$339966	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$339966
278	Jackson S.	JAS	$000066	$000066	$000066	$000066	$000066	$ffffff	$000066	$000066	$dfdfdf	$000066	$ffffff	$ffffff	$dfdfdf	$000066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$000066
279	Miss. V.S.	MVS	$006633	$006633	$006633	$006633	$006633	$ffffff	$006633	$006633	$dfdfdf	$006633	$ffffff	$ffffff	$dfdfdf	$006633	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$006633
280	Lorman	LOR	$330066	$330066	$330066	$330066	$330066	$ffcc99	$330066	$330066	$dfdfdf	$330066	$ffffff	$ffffff	$dfdfdf	$330066	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$330066
281	Arkansas P.	ARP	$333333	$333333	$333333	$333333	$333333	$ffff00	$333333	$333333	$dfdfdf	$333333	$ffffff	$ffffff	$dfdfdf	$333333	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$333333
282	Grambling	GRA	$999999	$999999	$999999	$999999	$ffd700	$ffd700	$ffd700	$ffd700	$dfdfdf	$999999	$ffffff	$ffffff	$dfdfdf	$999999	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$999999
283	P.V.A.M.	PVA	$333399	$ffcc33	$ffcc33	$ffcc33	$333399	$ffcc33	$333399	$333399	$dfdfdf	$ffcc33	$ffffff	$ffffff	$dfdfdf	$ffcc33	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$ffcc33
284	Baton Rouge	B.R	$ffffff	$66ccff	$66ccff	$66ccff	$66ccff	$ffffff	$66ccff	$66ccff	$dfdfdf	$66ccff	$ffffff	$ffffff	$dfdfdf	$66ccff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$66ccff
285	Texas So.	TSO	$660000	$660000	$660000	$660000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$660000
286	Abilene	ABI	$ffffff	$0000ff	$0000ff	$0000ff	$ffffff	$333333	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$dfdfdf	$0000ff	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$0000ff
287	Huntsville	HVL	$ffa800	$ffa800	$ffa800	$ffa800	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$ffa800	$ffffff	$ffffff	$dfdfdf	$ffa800	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$ffa800
288	S. Utah	SUT	$ffffff	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$ff0000	$ff0000	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	7	0	$ff0000
289	Nacogdoches	NCG	$663399	$663399	$663399	$663399	$663399	$ffffff	$663399	$663399	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$663399
290	Stephenville	STE	$663399	$663399	$663399	$663399	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$dfdfdf	$663399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	18	0	$663399
291	Utah T.	UTT	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	7	0	$ff0000
292	Monmouth	MON	$999999	$000099	$000099	$000099	$000099	$ffffff	$000099	$000099	$dfdfdf	$000099	$ffffff	$ffffff	$dfdfdf	$000099	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$000099
